session_id,user_id,event_timestamp,channel,campaign,device,page_visited,session_duration_seconds
f9b8dbb0-7f14-40,164f6bfa-2a7,2024-03-29 15:30:00,organic_search,content_hub_v2,tablet,/products,425
e7156348-2ee2-49,b575bdf8-a29,2024-02-19 09:27:00,paid_social,linkedin_b2b,desktop,/signup,584
513e8d90-7a59-49,b575bdf8-a29,2024-02-20 15:09:00,referral,,desktop,/products,318
d5ae8fef-9aec-40,d65ef4f0-d1f,2024-03-15 23:20:00,direct,,tablet,/home,66
b50f2b7f-ad3b-42,d65ef4f0-d1f,2024-03-16 16:58:00,direct,,tablet,/checkout,558
04bb9cf4-3e09-44,8431f91c-dcd,2024-03-06 02:38:00,paid_social,meta_lookalike,mobile,/home,255
817d859a-6414-42,8431f91c-dcd,2024-03-07 18:15:00,social_media,instagram_launch,mobile,/blog,55
3685af5e-5bf4-49,19e70544-11f,2024-03-13 06:42:00,email,abandoned_cart,tablet,/signup,336
57ad3ceb-2d33-4f,19e70544-11f,2024-03-14 12:08:00,organic_search,content_hub_v2,tablet,/signup,322
c8c2e649-b980-41,19e70544-11f,2024-03-15 02:00:00,social_media,tiktok_awareness,tablet,/about,591
44a54739-c982-49,19e70544-11f,2024-03-16 17:13:00,paid_search,spring_sale_2024,tablet,/blog,286
560d8ca0-7768-4d,08dc9826-94d,2024-01-09 05:28:00,email,abandoned_cart,mobile,/checkout,571
bb28763d-885b-43,08dc9826-94d,2024-01-10 19:51:00,referral,affiliate_v2,mobile,/signup,556
6f918f66-7248-45,1b010df3-61a,2024-03-11 04:16:00,referral,partner_promo_jan,desktop,/home,124
684e5f8c-a1f9-4c,00bab440-bdf,2024-02-04 22:21:00,direct,,desktop,/products,285
f45b3e24-8ad7-4a,00bab440-bdf,2024-02-05 08:57:00,direct,,desktop,/checkout,67
139729fa-3406-41,00bab440-bdf,2024-02-06 13:53:00,paid_search,retargeting_jan,desktop,/pricing,60
4c09075f-6e2c-45,00bab440-bdf,2024-02-07 04:40:00,paid_search,brand_awareness_q1,desktop,/pricing,180
64606540-a391-45,00bab440-bdf,2024-02-08 17:45:00,referral,affiliate_v2,desktop,/about,589
48cadcbe-7c44-4f,00bab440-bdf,2024-02-09 02:56:00,paid_search,spring_sale_2024,desktop,/signup,167
621a0419-cd5c-4e,37679d91-e75,2024-02-17 13:08:00,direct,,tablet,/home,330
831b955f-2fd9-4d,37679d91-e75,2024-02-18 11:13:00,email,welcome_series,tablet,/signup,270
9cc9479f-64f3-4c,37679d91-e75,2024-02-19 11:49:00,referral,partner_promo_jan,tablet,/blog,431
55814b66-e5bc-4f,37679d91-e75,2024-02-20 07:55:00,direct,,tablet,/products,196
abe24407-5dc1-4a,37679d91-e75,2024-02-21 05:47:00,social_media,instagram_launch,tablet,/pricing,436
ed955af1-0613-42,524d8ea4-e52,2024-02-04 03:24:00,paid_social,youtube_retarget,mobile,/checkout,54
d573c3cb-2260-46,524d8ea4-e52,2024-02-05 07:12:00,paid_social,linkedin_b2b,mobile,/checkout,486
9c93a314-a7a9-4e,524d8ea4-e52,2024-02-06 07:14:00,email,abandoned_cart,mobile,/home,212
b8f82c6d-4d42-40,524d8ea4-e52,2024-02-07 08:55:00,social_media,tiktok_awareness,mobile,/home,300
69b7d4b2-5731-49,524d8ea4-e52,2024-02-08 16:25:00,email,loyalty_nudge,mobile,/signup,564
d52fc3d6-461f-49,524d8ea4-e52,2024-02-09 03:56:00,email,welcome_series,mobile,/pricing,197
7df1f607-efe9-4f,e6678a6a-0aa,2024-02-03 13:22:00,paid_search,retargeting_jan,mobile,/signup,336
5dac2fe5-5cf4-48,e6678a6a-0aa,2024-02-04 16:07:00,social_media,fb_engagement,mobile,/about,209
a204ff2f-1974-48,e6678a6a-0aa,2024-02-05 22:27:00,email,welcome_series,mobile,/home,547
6d9f070a-5d1c-4d,e6678a6a-0aa,2024-02-06 21:46:00,paid_social,youtube_retarget,mobile,/signup,216
c615141e-cbcc-4b,e6678a6a-0aa,2024-02-07 02:42:00,email,abandoned_cart,mobile,/pricing,336
3a83c7c1-8063-4e,204cc0f9-51c,2024-02-08 13:20:00,email,loyalty_nudge,tablet,/about,317
59d2d265-92ff-4d,204cc0f9-51c,2024-02-09 06:26:00,direct,,tablet,/signup,403
fb828b48-a962-4b,204cc0f9-51c,2024-02-10 05:39:00,referral,,tablet,/blog,323
576a80fa-d22c-44,204cc0f9-51c,2024-02-11 00:19:00,social_media,fb_engagement,tablet,/pricing,230
eeac7334-cc3a-4b,204cc0f9-51c,2024-02-12 19:41:00,social_media,fb_engagement,tablet,/pricing,491
55da111e-e03f-48,204cc0f9-51c,2024-02-13 21:13:00,social_media,tiktok_awareness,tablet,/blog,499
71e0aca6-31ee-47,9b0e649c-e64,2024-01-11 02:52:00,direct,,desktop,/checkout,255
20f88d50-c131-42,9b0e649c-e64,2024-01-12 07:51:00,referral,affiliate_v2,desktop,/products,165
88aa435a-ac13-49,9b0e649c-e64,2024-01-13 07:30:00,paid_search,spring_sale_2024,desktop,/blog,89
b5b6b45b-f302-42,9b0e649c-e64,2024-01-14 20:36:00,social_media,tiktok_awareness,desktop,/products,408
611bfc9c-4d79-47,9b0e649c-e64,2024-01-15 07:09:00,social_media,tiktok_awareness,desktop,/signup,20
a01e5bf2-8fba-4f,9b0e649c-e64,2024-01-16 13:14:00,paid_social,meta_lookalike,desktop,/products,545
9c9ce93a-3dd9-41,091bd9d1-ed4,2024-01-16 21:33:00,organic_search,content_hub_v2,desktop,/blog,339
60214f94-0f8f-43,091bd9d1-ed4,2024-01-17 19:52:00,paid_social,linkedin_b2b,desktop,/signup,531
f893c35f-fab8-44,091bd9d1-ed4,2024-01-18 14:57:00,social_media,fb_engagement,desktop,/products,501
7a0a787c-facb-49,091bd9d1-ed4,2024-01-19 07:53:00,social_media,tiktok_awareness,desktop,/signup,298
664a8ad3-ad0f-42,091bd9d1-ed4,2024-01-20 15:40:00,paid_social,youtube_retarget,desktop,/products,296
a6a2b93a-dcc0-4f,44723071-f16,2024-02-06 10:57:00,email,abandoned_cart,mobile,/blog,97
93ed9bf6-0adb-41,44723071-f16,2024-02-07 07:24:00,organic_search,seo_blog_push,mobile,/signup,171
2c8fcd8d-8764-45,44723071-f16,2024-02-08 02:26:00,referral,partner_promo_jan,mobile,/about,353
35d35cec-c2f1-42,44723071-f16,2024-02-09 13:03:00,direct,,mobile,/products,445
4f7dda28-8861-43,ebdb58a0-f67,2024-01-03 00:22:00,social_media,tiktok_awareness,tablet,/pricing,414
3c50ac69-d946-43,ebdb58a0-f67,2024-01-04 17:47:00,paid_social,linkedin_b2b,tablet,/signup,574
f3c08e5e-90a5-4a,ebdb58a0-f67,2024-01-05 07:31:00,paid_social,youtube_retarget,tablet,/products,294
aa52c76d-eb76-44,ebdb58a0-f67,2024-01-06 00:24:00,social_media,tiktok_awareness,tablet,/pricing,429
68a62046-24fd-4c,ebdb58a0-f67,2024-01-07 14:58:00,referral,partner_promo_jan,tablet,/products,561
3d3bf6d0-e2fe-45,cdfeff3e-649,2024-03-16 02:41:00,referral,partner_promo_jan,tablet,/about,153
4ee58639-2488-41,1e6c6b88-ebe,2024-02-03 14:20:00,email,welcome_series,desktop,/pricing,403
a3f6cf51-6ae4-43,1e6c6b88-ebe,2024-02-04 08:53:00,email,abandoned_cart,desktop,/home,496
6b4883c2-676b-48,1e6c6b88-ebe,2024-02-05 17:03:00,paid_search,retargeting_jan,desktop,/pricing,244
c87245f8-6a23-4f,1e6c6b88-ebe,2024-02-06 20:02:00,referral,partner_promo_jan,desktop,/checkout,46
c5ac9c0c-e4ec-47,f36724ee-582,2024-01-03 04:30:00,organic_search,seo_blog_push,tablet,/signup,132
69f87a71-1b16-47,f36724ee-582,2024-01-04 14:44:00,direct,,tablet,/pricing,392
2843b0e8-e490-41,9ba5b267-a31,2024-01-15 18:01:00,email,welcome_series,mobile,/pricing,399
a60cf8af-0142-4d,9ba5b267-a31,2024-01-16 06:04:00,social_media,fb_engagement,mobile,/blog,263
1f3a5e78-54c7-4f,e37f4796-e75,2024-02-08 18:50:00,direct,,tablet,/home,370
8d5785be-3494-4a,90d5df5f-d36,2024-02-17 00:54:00,direct,,mobile,/about,516
5d4197be-4433-49,90d5df5f-d36,2024-02-18 11:40:00,paid_search,brand_awareness_q1,mobile,/checkout,485
9a6a0ee8-3219-47,90d5df5f-d36,2024-02-19 13:11:00,referral,partner_promo_jan,mobile,/signup,549
3bbe4662-a0fd-46,90d5df5f-d36,2024-02-20 19:51:00,referral,affiliate_v2,mobile,/blog,510
9dd8d401-eeee-44,90d5df5f-d36,2024-02-21 23:37:00,social_media,tiktok_awareness,mobile,/pricing,345
74a09909-e18a-48,6306c1b5-229,2024-01-12 14:36:00,social_media,instagram_launch,desktop,/blog,403
8beccab0-3e82-49,6306c1b5-229,2024-01-13 15:54:00,email,welcome_series,desktop,/pricing,201
008e18a4-e0cf-48,28801b8c-e8f,2024-02-03 22:56:00,email,loyalty_nudge,desktop,/pricing,584
c80af890-b60e-4d,28801b8c-e8f,2024-02-04 06:05:00,paid_search,retargeting_jan,desktop,/products,431
e7abb97e-ba2b-45,28801b8c-e8f,2024-02-05 07:44:00,social_media,fb_engagement,desktop,/about,517
74cc7412-77c3-47,28801b8c-e8f,2024-02-06 02:18:00,social_media,instagram_launch,desktop,/products,429
fa5b5d1f-52fd-46,b70053da-650,2024-03-25 17:33:00,email,abandoned_cart,tablet,/pricing,450
311fee99-8bd5-49,b70053da-650,2024-03-26 10:22:00,referral,,tablet,/signup,479
8b7e6278-1800-4d,b70053da-650,2024-03-27 08:14:00,email,abandoned_cart,tablet,/home,212
48e97924-8903-46,b70053da-650,2024-03-28 23:34:00,email,welcome_series,tablet,/checkout,204
994ea403-5580-47,b70053da-650,2024-03-29 23:30:00,organic_search,seo_blog_push,tablet,/pricing,552
e1b22aab-d682-40,b70053da-650,2024-03-30 03:53:00,direct,,tablet,/products,318
e4dadad7-d390-48,20afbe20-10f,2024-02-08 04:17:00,referral,,mobile,/home,70
5d136db5-4815-40,20afbe20-10f,2024-02-09 22:08:00,direct,,mobile,/signup,517
ac92f470-b3a6-49,5d18e2fb-670,2024-03-14 14:21:00,social_media,tiktok_awareness,desktop,/products,67
61fc2c5e-8b03-4c,8473c9ad-a76,2024-03-02 12:31:00,paid_social,meta_lookalike,mobile,/home,69
9e0819a8-dac2-41,8473c9ad-a76,2024-03-03 18:19:00,organic_search,seo_blog_push,mobile,/home,269
72d3ceeb-10fd-47,8473c9ad-a76,2024-03-04 13:38:00,paid_search,retargeting_jan,mobile,/blog,246
030ce367-a87c-43,c794c634-0a9,2024-02-26 13:19:00,paid_social,youtube_retarget,desktop,/blog,76
94a089d5-c1e5-44,c794c634-0a9,2024-02-27 06:40:00,direct,,desktop,/products,285
c060ecfb-1e4c-41,c794c634-0a9,2024-02-28 05:15:00,referral,partner_promo_jan,desktop,/products,580
a2deb433-22cc-44,c794c634-0a9,2024-02-29 00:26:00,paid_search,spring_sale_2024,desktop,/about,496
23390ee5-9d78-41,c794c634-0a9,2024-03-01 07:18:00,email,welcome_series,desktop,/signup,304
910dc39f-84b6-49,6bbc1167-5d8,2024-01-10 20:37:00,organic_search,content_hub_v2,tablet,/signup,217
80363130-cef1-4c,6bbc1167-5d8,2024-01-11 17:14:00,social_media,instagram_launch,tablet,/signup,167
52d6edbd-b56d-4f,6bbc1167-5d8,2024-01-12 02:03:00,email,welcome_series,tablet,/products,329
8b352eb6-fd1c-46,6bbc1167-5d8,2024-01-13 14:07:00,direct,,tablet,/about,326
33749f47-c72b-44,6bbc1167-5d8,2024-01-14 08:32:00,referral,affiliate_v2,tablet,/blog,520
af85c5b0-c439-4b,6bbc1167-5d8,2024-01-15 19:02:00,social_media,instagram_launch,tablet,/about,345
6efdc631-a02e-4e,8dc5f72c-3f8,2024-01-12 18:01:00,referral,,mobile,/checkout,290
0e94c09d-3cf7-40,8dc5f72c-3f8,2024-01-13 05:30:00,direct,,mobile,/blog,467
67779a8c-8b28-4e,8dc5f72c-3f8,2024-01-14 18:27:00,email,welcome_series,mobile,/signup,518
98d89885-fe50-44,8dc5f72c-3f8,2024-01-15 11:26:00,paid_search,brand_awareness_q1,mobile,/pricing,343
3b9738b1-5bb6-45,8dc5f72c-3f8,2024-01-16 05:21:00,referral,partner_promo_jan,mobile,/about,522
e9914479-a3f3-4d,765cc2e3-452,2024-02-21 02:20:00,paid_search,brand_awareness_q1,tablet,/pricing,346
e33be263-94a6-42,765cc2e3-452,2024-02-22 16:52:00,paid_search,brand_awareness_q1,tablet,/home,570
d7d2ad8f-bc44-49,765cc2e3-452,2024-02-23 01:12:00,social_media,tiktok_awareness,tablet,/blog,385
b62b3a17-c85a-45,0087a526-a49,2024-03-21 06:17:00,paid_social,meta_lookalike,desktop,/blog,149
d464133e-e4ae-4a,0087a526-a49,2024-03-22 22:31:00,email,abandoned_cart,desktop,/home,44
75bd80d6-fc71-4a,0087a526-a49,2024-03-23 07:45:00,referral,,desktop,/products,333
c7132544-6b69-4a,0087a526-a49,2024-03-24 17:26:00,direct,,desktop,/home,245
92867e91-6916-46,0087a526-a49,2024-03-25 14:07:00,paid_social,meta_lookalike,desktop,/signup,172
9b00d798-5b41-49,6dfabcd4-0cb,2024-02-07 13:53:00,referral,affiliate_v2,tablet,/about,498
f492d5df-0709-41,6dfabcd4-0cb,2024-02-08 17:09:00,organic_search,content_hub_v2,tablet,/about,210
50e33bd3-116d-4c,6dfabcd4-0cb,2024-02-09 02:17:00,direct,,tablet,/checkout,439
87a9b17b-e4c3-48,6dfabcd4-0cb,2024-02-10 08:52:00,email,loyalty_nudge,tablet,/home,304
4fb4a974-ea3b-4a,221fcd3f-e54,2024-03-16 04:28:00,referral,affiliate_v2,tablet,/blog,510
fa4d4ad7-bb55-4b,221fcd3f-e54,2024-03-17 17:48:00,email,abandoned_cart,tablet,/blog,401
f306eb16-427c-48,221fcd3f-e54,2024-03-18 06:44:00,social_media,tiktok_awareness,tablet,/products,600
526b8a28-babb-4e,221fcd3f-e54,2024-03-19 13:02:00,social_media,instagram_launch,tablet,/pricing,499
daa51e55-c2d3-4b,221fcd3f-e54,2024-03-20 12:42:00,referral,affiliate_v2,tablet,/checkout,170
499a2fb1-2f78-46,221fcd3f-e54,2024-03-21 04:32:00,social_media,instagram_launch,tablet,/blog,354
60c08f2f-8f9b-46,be29e7b1-230,2024-02-26 00:46:00,direct,,mobile,/products,434
a8085de6-20f3-4d,d096073f-c29,2024-01-10 10:39:00,paid_social,linkedin_b2b,desktop,/signup,422
99903709-80a3-48,d096073f-c29,2024-01-11 10:54:00,referral,partner_promo_jan,desktop,/signup,561
402bcbe4-5cf0-48,d096073f-c29,2024-01-12 20:45:00,social_media,tiktok_awareness,desktop,/checkout,514
48b1bd6b-f2d1-45,d096073f-c29,2024-01-13 01:39:00,paid_social,youtube_retarget,desktop,/home,255
4f177209-686a-4f,d096073f-c29,2024-01-14 09:14:00,referral,,desktop,/signup,107
a98755b1-943f-4c,d096073f-c29,2024-01-15 20:45:00,social_media,instagram_launch,desktop,/checkout,117
c49207ce-54a9-4d,621cb5fa-5bc,2024-02-08 01:18:00,paid_search,brand_awareness_q1,mobile,/pricing,398
f99e2274-2842-47,621cb5fa-5bc,2024-02-09 07:33:00,social_media,instagram_launch,mobile,/about,594
d91ce2cb-e053-4c,621cb5fa-5bc,2024-02-10 05:11:00,referral,partner_promo_jan,mobile,/home,406
e2e76a87-b1fd-47,621cb5fa-5bc,2024-02-11 15:58:00,direct,,mobile,/blog,161
134e5e1f-8389-40,55dab285-033,2024-02-02 09:43:00,paid_search,brand_awareness_q1,tablet,/blog,176
9b67f434-fb30-46,55dab285-033,2024-02-03 11:37:00,paid_search,brand_awareness_q1,tablet,/pricing,449
435824ea-4fc6-4a,55dab285-033,2024-02-04 14:54:00,referral,affiliate_v2,tablet,/pricing,218
03cc3916-67a1-48,55dab285-033,2024-02-05 03:15:00,social_media,tiktok_awareness,tablet,/about,600
c565d2e6-fead-48,55dab285-033,2024-02-06 09:44:00,email,loyalty_nudge,tablet,/pricing,37
fae7a8ea-1226-4f,55dab285-033,2024-02-07 12:17:00,paid_social,youtube_retarget,tablet,/home,594
e82aceeb-f913-4d,a72eae26-4b4,2024-01-07 09:49:00,referral,affiliate_v2,tablet,/checkout,250
52cc73be-4c3f-4b,a72eae26-4b4,2024-01-08 07:40:00,direct,,tablet,/products,271
2cda165a-b676-4a,a72eae26-4b4,2024-01-09 21:43:00,referral,,tablet,/checkout,155
5bc26299-8511-47,a72eae26-4b4,2024-01-10 20:41:00,referral,partner_promo_jan,tablet,/home,331
75d26251-8cfc-40,a72eae26-4b4,2024-01-11 01:37:00,paid_social,linkedin_b2b,tablet,/pricing,149
5bfae2d1-59e1-4a,a72eae26-4b4,2024-01-12 10:47:00,paid_search,brand_awareness_q1,tablet,/about,194
eb234904-92b8-45,575093ee-143,2024-03-10 05:16:00,direct,,desktop,/checkout,508
bc3ce4cc-5965-4c,575093ee-143,2024-03-11 23:55:00,paid_social,linkedin_b2b,desktop,/pricing,132
8a602118-8d5c-44,1bc7eddd-007,2024-01-29 12:54:00,referral,,tablet,/checkout,585
76959963-81ff-44,6f39c88c-341,2024-03-09 21:47:00,social_media,tiktok_awareness,mobile,/signup,283
d050d83f-bf67-4f,6f39c88c-341,2024-03-10 20:23:00,direct,,mobile,/home,254
b21c4548-3682-49,6f39c88c-341,2024-03-11 19:56:00,social_media,instagram_launch,mobile,/blog,350
7aa13d0c-4423-45,6f39c88c-341,2024-03-12 20:04:00,direct,,mobile,/signup,490
edffcdf3-4d3c-46,588fa4a5-486,2024-01-15 09:31:00,paid_search,spring_sale_2024,mobile,/home,114
b8f804b4-74b8-44,588fa4a5-486,2024-01-16 04:24:00,organic_search,,mobile,/about,394
86f4dc59-442a-49,588fa4a5-486,2024-01-17 22:34:00,referral,,mobile,/about,173
4ad96207-d5e0-4f,496c6cef-f3b,2024-03-03 01:44:00,social_media,tiktok_awareness,tablet,/pricing,237
f8272e52-7716-43,496c6cef-f3b,2024-03-04 07:54:00,social_media,tiktok_awareness,tablet,/pricing,116
9817cde2-2854-48,496c6cef-f3b,2024-03-05 17:57:00,referral,affiliate_v2,tablet,/signup,382
0000c9b0-13cd-46,496c6cef-f3b,2024-03-06 08:12:00,paid_search,brand_awareness_q1,tablet,/home,480
5aca2993-e153-4c,4d13e753-5c9,2024-03-23 01:50:00,direct,,tablet,/pricing,264
03eb622b-bb49-47,e59cf5d8-9cc,2024-01-27 06:37:00,paid_social,youtube_retarget,mobile,/products,253
714f7c42-da7f-4e,e59cf5d8-9cc,2024-01-28 19:00:00,email,welcome_series,mobile,/pricing,163
57551352-5c39-4e,5d20583c-42c,2024-01-23 04:00:00,referral,partner_promo_jan,mobile,/pricing,258
5093996a-ca1e-46,5d20583c-42c,2024-01-24 00:11:00,direct,,mobile,/pricing,68
77d8d698-d095-4e,4451e41c-71a,2024-03-08 15:28:00,referral,partner_promo_jan,mobile,/checkout,385
7418b617-e71d-42,4451e41c-71a,2024-03-09 14:32:00,direct,,mobile,/products,59
43d74e98-17d3-40,ad0333ae-e68,2024-03-25 20:01:00,email,abandoned_cart,tablet,/home,505
637453af-bc03-4d,ad0333ae-e68,2024-03-26 13:43:00,paid_social,linkedin_b2b,tablet,/home,517
fdee88b5-e8f0-4f,ad0333ae-e68,2024-03-27 02:57:00,referral,affiliate_v2,tablet,/home,344
8596df31-cad8-4d,ad0333ae-e68,2024-03-28 02:08:00,direct,,tablet,/pricing,576
78674808-7048-4e,ad0333ae-e68,2024-03-29 12:38:00,referral,affiliate_v2,tablet,/blog,316
b5ccb81e-80ac-4f,ad0333ae-e68,2024-03-30 19:27:00,social_media,fb_engagement,tablet,/home,132
37757a80-9195-41,4c82499c-810,2024-03-11 13:28:00,paid_social,meta_lookalike,tablet,/products,438
9ca5a7db-2d3f-41,4c82499c-810,2024-03-12 12:26:00,email,abandoned_cart,tablet,/signup,112
9b5174ef-a5da-43,4c82499c-810,2024-03-13 10:42:00,email,abandoned_cart,tablet,/pricing,398
1ab29f44-767c-4c,4c82499c-810,2024-03-14 15:04:00,organic_search,,tablet,/home,102
59d5b296-5bb1-4c,4c82499c-810,2024-03-15 03:47:00,paid_search,brand_awareness_q1,tablet,/signup,396
78a27b6e-9081-41,4c82499c-810,2024-03-16 17:03:00,paid_social,meta_lookalike,tablet,/blog,590
896ac3ac-92bd-48,54df94a1-fb5,2024-01-16 13:55:00,email,loyalty_nudge,desktop,/signup,67
478d8ba6-8a13-4c,54df94a1-fb5,2024-01-17 09:22:00,email,loyalty_nudge,desktop,/home,534
34d48ee9-bdac-49,54df94a1-fb5,2024-01-18 21:30:00,organic_search,seo_blog_push,desktop,/products,125
4e754feb-a221-46,54df94a1-fb5,2024-01-19 11:07:00,email,loyalty_nudge,desktop,/checkout,300
27e9602b-9572-4f,54df94a1-fb5,2024-01-20 13:54:00,direct,,desktop,/blog,585
8f1f0c6b-1f10-42,a374a040-26a,2024-03-25 05:17:00,email,welcome_series,tablet,/signup,331
0893946f-c9a2-48,67139073-1dc,2024-01-24 02:09:00,direct,,mobile,/signup,46
fa9f293e-1cfa-4d,67139073-1dc,2024-01-25 16:13:00,paid_search,retargeting_jan,mobile,/about,444
56dc423d-e56a-40,67139073-1dc,2024-01-26 05:23:00,social_media,tiktok_awareness,mobile,/pricing,347
b396ada9-197d-43,12634a2f-920,2024-01-07 01:43:00,organic_search,,mobile,/home,293
f68a727a-4bb2-4d,12634a2f-920,2024-01-08 13:31:00,social_media,fb_engagement,mobile,/blog,467
9119dffe-9789-46,12634a2f-920,2024-01-09 06:48:00,social_media,tiktok_awareness,mobile,/blog,131
a04ccc0b-9858-4e,12634a2f-920,2024-01-10 03:18:00,email,abandoned_cart,mobile,/signup,513
732dd9f7-65e2-40,12634a2f-920,2024-01-11 01:14:00,direct,,mobile,/about,71
d6f46967-ccb2-49,463769c2-0ed,2024-01-28 09:20:00,paid_social,linkedin_b2b,mobile,/home,22
e8f4b707-6838-4f,38ba1ea2-029,2024-01-23 22:14:00,social_media,fb_engagement,mobile,/blog,587
6775eb8c-94a8-42,38ba1ea2-029,2024-01-24 11:04:00,paid_social,youtube_retarget,mobile,/about,58
b8c96554-7660-44,38ba1ea2-029,2024-01-25 14:58:00,social_media,instagram_launch,mobile,/home,335
2124bca7-8c89-47,38ba1ea2-029,2024-01-26 18:25:00,direct,,mobile,/signup,442
c260ed3d-58eb-47,32ca7613-553,2024-01-03 14:53:00,organic_search,,desktop,/signup,385
a086dc26-482e-45,32ca7613-553,2024-01-04 03:15:00,paid_search,brand_awareness_q1,desktop,/about,425
fd4d5c0d-9fa6-44,32ca7613-553,2024-01-05 12:55:00,direct,,desktop,/pricing,362
7e30f021-f174-44,a5bc687c-5c3,2024-03-22 11:22:00,direct,,mobile,/signup,166
